id,number,sex,age,read,antisocial,time
3507,184,1,6.33,1.19,33.333,1
3507,184,1,8.33,27.381,58.333,2
3507,184,1,10.33,.,.,3
3507,184,1,12.33,.,.,4
3518,185,1,6.17,21.429,16.667,1
3518,185,1,8.17,48.81,16.667,2
3518,185,1,10.17,59.524,25,3
3518,185,1,12.17,60.714,16.667,4
3522,186,1,6.5,21.429,8.333,1
3522,186,1,8.5,58.333,8.333,2
3522,186,1,10.5,63.095,33.333,3
3522,186,1,12.5,92.857,41.667,4
3565,187,0,6,16.667,8.333,1
3565,187,0,8,39.286,8.333,2
3565,187,0,10,.,0,3
3565,187,0,12,71.429,0,4
3575,188,0,7.92,28.571,16.667,1
3575,188,0,9.92,38.095,16.667,2
3575,188,0,11.92,51.19,8.333,3
3575,188,0,13.92,67.857,25,4
3600,189,0,6.17,22.619,0,1
3600,189,0,8.17,44.048,16.667,2
3600,189,0,10.17,.,.,3
3600,189,0,12.17,.,.,4
3667,190,0,6.42,22.619,8.333,1
3667,190,0,8.42,40.476,8.333,2
3667,190,0,10.42,41.667,16.667,3
3667,190,0,12.42,59.524,50,4
3670,191,0,7.67,33.333,8.333,1
3670,191,0,9.67,59.524,0,2
3670,191,0,11.67,.,.,3
3670,191,0,13.67,89.286,0,4
3677,192,1,6.17,20.238,41.667,1
3677,192,1,8.17,34.524,16.667,2
3677,192,1,10.17,58.333,0,3
3677,192,1,12.17,71.429,.,4
3690,193,1,7,19.048,33.333,1
3690,193,1,9,40.476,25,2
3690,193,1,11,53.571,25,3
3690,193,1,13,67.857,33.333,4
3706,194,0,7.17,28.571,25,1
3706,194,0,9.17,51.19,8.333,2
3706,194,0,11.17,65.476,0,3
3706,194,0,13.17,65.476,58.333,4
3713,195,0,6.33,21.429,25,1
3713,195,0,8.33,45.238,0,2
3713,195,0,10.33,60.714,0,3
3713,195,0,12.33,77.381,41.667,4
3778,196,1,6.92,23.81,8.333,1
3778,196,1,8.92,27.381,0,2
3778,196,1,10.92,78.571,0,3
3778,196,1,12.92,69.048,0,4
3809,197,0,6.83,23.81,0,1
3809,197,0,8.83,47.619,0,2
3809,197,0,10.83,55.952,0,3
3809,197,0,12.83,71.429,8.333,4
3813,198,1,6.17,17.857,8.333,1
3813,198,1,8.17,45.238,8.333,2
3813,198,1,10.17,54.762,8.333,3
3813,198,1,12.17,76.19,0,4
3826,199,0,6.42,21.429,16.667,1
3826,199,0,8.42,36.905,8.333,2
3826,199,0,10.42,.,.,3
3826,199,0,12.42,57.143,25,4
3861,200,0,7.67,28.571,25,1
3861,200,0,9.67,46.429,16.667,2
3861,200,0,11.67,52.381,16.667,3
3861,200,0,13.67,57.143,16.667,4
3868,201,0,6.17,21.429,0,1
3868,201,0,8.17,46.429,8.333,2
3868,201,0,10.17,64.286,33.333,3
3868,201,0,12.17,69.048,16.667,4
3910,202,0,6.25,23.81,8.333,1
3910,202,0,8.25,42.857,16.667,2
3910,202,0,10.25,64.286,8.333,3
3910,202,0,12.25,72.619,16.667,4
3915,203,0,7.08,29.762,8.333,1
3915,203,0,9.08,51.19,.,2
3915,203,0,11.08,.,0,3
3915,203,0,13.08,94.048,16.667,4
3948,204,0,6,20.238,0,1
3948,204,0,8,39.286,8.333,2
3948,204,0,10,.,.,3
3948,204,0,12,54.762,16.667,4
3960,205,1,7.67,36.905,0,1
3960,205,1,9.67,57.143,16.667,2
3960,205,1,11.67,57.143,8.333,3
3960,205,1,13.67,77.381,8.333,4
3974,206,0,6.5,30.952,8.333,1
3974,206,0,8.5,47.619,16.667,2
3974,206,0,10.5,57.143,8.333,3
3974,206,0,12.5,60.714,25,4
3985,207,1,7.58,32.143,8.333,1
3985,207,1,9.58,53.571,.,2
3985,207,1,11.58,.,0,3
3985,207,1,13.58,83.333,16.667,4
4054,208,0,6.58,27.381,8.333,1
4054,208,0,8.58,.,.,2
4054,208,0,10.58,.,0,3
4054,208,0,12.58,71.429,25,4
4080,209,0,6.42,22.619,16.667,1
4080,209,0,8.42,36.905,16.667,2
4080,209,0,10.42,48.81,0,3
4080,209,0,12.42,60.714,8.333,4
4123,210,0,6.67,4.762,0,1
4123,210,0,8.67,.,.,2
4123,210,0,10.67,.,.,3
4123,210,0,12.67,.,.,4
4131,211,0,7.08,28.571,25,1
4131,211,0,9.08,42.857,16.667,2
4131,211,0,11.08,50,8.333,3
4131,211,0,13.08,55.952,8.333,4
4165,212,1,6.42,21.429,33.333,1
4165,212,1,8.42,48.81,25,2
4165,212,1,10.42,63.095,25,3
4165,212,1,12.42,65.476,16.667,4
4171,213,1,6.33,16.667,25,1
4171,213,1,8.33,26.19,8.333,2
4171,213,1,10.33,47.619,58.333,3
4171,213,1,12.33,61.905,33.333,4
4186,214,1,6.17,21.429,16.667,1
4186,214,1,8.17,40.476,41.667,2
4186,214,1,10.17,65.476,8.333,3
4186,214,1,12.17,76.19,41.667,4
4247,215,0,6,8.333,41.667,1
4247,215,0,8,33.333,50,2
4247,215,0,10,44.048,25,3
4247,215,0,12,48.81,33.333,4
4451,216,1,7.33,27.381,8.333,1
4451,216,1,9.33,48.81,8.333,2
4451,216,1,11.33,67.857,0,3
4451,216,1,13.33,79.762,8.333,4
4488,217,1,6.5,30.952,8.333,1
4488,217,1,8.5,50,0,2
4488,217,1,10.5,63.095,8.333,3
4488,217,1,12.5,82.143,25,4
4523,218,1,7.83,85.714,16.667,1
4523,218,1,9.83,60.714,25,2
4523,218,1,11.83,77.381,41.667,3
4523,218,1,13.83,90.476,33.333,4
4528,219,1,6.17,26.19,16.667,1
4528,219,1,8.17,51.19,8.333,2
4528,219,1,10.17,71.429,0,3
4528,219,1,12.17,75,0,4
4560,220,0,7,27.381,0,1
4560,220,0,9,38.095,8.333,2
4560,220,0,11,53.571,16.667,3
4560,220,0,13,63.095,16.667,4
4581,221,1,6,21.429,16.667,1
4581,221,1,8,59.524,41.667,2
4581,221,1,10,.,16.667,3
4581,221,1,12,.,41.667,4
4594,222,1,6.83,30.952,0,1
4594,222,1,8.83,57.143,0,2
4594,222,1,10.83,72.619,8.333,3
4594,222,1,12.83,88.095,8.333,4
4612,223,1,6,20.238,8.333,1
4612,223,1,8,48.81,8.333,2
4612,223,1,10,64.286,0,3
4612,223,1,12,86.905,8.333,4
4669,224,1,7.33,51.19,0,1
4669,224,1,9.33,63.095,16.667,2
4669,224,1,11.33,100,41.667,3
4669,224,1,13.33,94.048,25,4
4677,225,1,6,21.429,8.333,1
4677,225,1,8,46.429,8.333,2
4677,225,1,10,66.667,16.667,3
4677,225,1,12,77.381,8.333,4
4679,226,1,6,21.429,0,1
4679,226,1,8,51.19,8.333,2
4679,226,1,10,60.714,8.333,3
4679,226,1,12,85.714,16.667,4
4700,227,1,6.5,20.238,8.333,1
4700,227,1,8.5,36.905,0,2
4700,227,1,10.5,64.286,0,3
4700,227,1,12.5,72.619,0,4
4728,228,1,7.08,32.143,25,1
4728,228,1,9.08,51.19,8.333,2
4728,228,1,11.08,65.476,0,3
4728,228,1,13.08,.,0,4
4735,229,1,7.5,33.333,41.667,1
4735,229,1,9.5,50,25,2
4735,229,1,11.5,.,.,3
4735,229,1,13.5,.,.,4
4740,230,1,7.58,26.19,16.667,1
4740,230,1,9.58,34.524,25,2
4740,230,1,11.58,40.476,8.333,3
4740,230,1,13.58,60.714,0,4
4743,231,0,7,35.714,25,1
4743,231,0,9,66.667,8.333,2
4743,231,0,11,60.714,8.333,3
4743,231,0,13,77.381,0,4
4755,232,0,6.17,23.81,8.333,1
4755,232,0,8.17,48.81,8.333,2
4755,232,0,10.17,83.333,8.333,3
4755,232,0,12.17,95.238,16.667,4
4776,233,1,7.83,25,8.333,1
4776,233,1,9.83,54.762,25,2
4776,233,1,11.83,69.048,8.333,3
4776,233,1,13.83,80.952,41.667,4
4794,234,0,7,32.143,0,1
4794,234,0,9,58.333,0,2
4794,234,0,11,66.667,0,3
4794,234,0,13,79.762,8.333,4
4808,235,1,7.5,45.238,33.333,1
4808,235,1,9.5,55.952,16.667,2
4808,235,1,11.5,75,16.667,3
4808,235,1,13.5,79.762,16.667,4
4832,236,0,6.58,41.667,0,1
4832,236,0,8.58,47.619,8.333,2
4832,236,0,10.58,72.619,8.333,3
4832,236,0,12.58,73.81,8.333,4
4901,237,0,7.58,33.333,0,1
4901,237,0,9.58,59.524,0,2
4901,237,0,11.58,.,.,3
4901,237,0,13.58,.,.,4
4953,238,1,6.25,21.429,33.333,1
4953,238,1,8.25,59.524,8.333,2
4953,238,1,10.25,.,.,3
4953,238,1,12.25,.,.,4
4976,239,1,6.42,19.048,33.333,1
4976,239,1,8.42,25,66.667,2
4976,239,1,10.42,.,.,3
4976,239,1,12.42,.,.,4
5004,240,1,6.5,44.048,8.333,1
5004,240,1,8.5,65.476,25,2
5004,240,1,10.5,.,.,3
5004,240,1,12.5,.,.,4
5009,241,1,7.75,23.81,33.333,1
5009,241,1,9.75,40.476,66.667,2
5009,241,1,11.75,.,.,3
5009,241,1,13.75,.,.,4
5037,242,1,7.75,34.524,0,1
5037,242,1,9.75,63.095,58.333,2
5037,242,1,11.75,.,.,3
5037,242,1,13.75,.,.,4
5064,243,0,7.25,38.095,0,1
5064,243,0,9.25,59.524,0,2
5064,243,0,11.25,.,.,3
5064,243,0,13.25,.,.,4
5159,244,0,7.75,41.667,0,1
5159,244,0,9.75,48.81,8.333,2
5159,244,0,11.75,67.857,0,3
5159,244,0,13.75,.,0,4
5161,245,1,6.92,32.143,0,1
5161,245,1,8.92,47.619,0,2
5161,245,1,10.92,70.238,8.333,3
5161,245,1,12.92,77.381,16.667,4
5197,246,0,6.33,21.429,8.333,1
5197,246,0,8.33,46.429,8.333,2
5197,246,0,10.33,.,.,3
5197,246,0,12.33,.,.,4
5206,247,1,7.92,40.476,33.333,1
5206,247,1,9.92,52.381,8.333,2
5206,247,1,11.92,.,.,3
5206,247,1,13.92,.,.,4
5278,248,0,6.17,21.429,8.333,1
5278,248,0,8.17,46.429,0,2
5278,248,0,10.17,55.952,0,3
5278,248,0,12.17,69.048,0,4
5283,249,1,7.83,40.476,0,1
5283,249,1,9.83,54.762,.,2
5283,249,1,11.83,60.714,0,3
5283,249,1,13.83,.,0,4
5294,250,0,6.83,41.667,0,1
5294,250,0,8.83,57.143,0,2
5294,250,0,10.83,70.238,0,3
5294,250,0,12.83,79.762,0,4
5297,251,0,6.17,20.238,0,1
5297,251,0,8.17,50,8.333,2
5297,251,0,10.17,57.143,8.333,3
5297,251,0,12.17,66.667,25,4
5302,252,1,6.83,21.429,16.667,1
5302,252,1,8.83,41.667,0,2
5302,252,1,10.83,57.143,0,3
5302,252,1,12.83,.,16.667,4
5326,253,0,6.67,27.381,16.667,1
5326,253,0,8.67,58.333,8.333,2
5326,253,0,10.67,70.238,16.667,3
5326,253,0,12.67,71.429,8.333,4
5355,254,1,6.33,21.429,0,1
5355,254,1,8.33,53.571,8.333,2
5355,254,1,10.33,66.667,0,3
5355,254,1,12.33,76.19,0,4
5360,255,1,7.75,45.238,25,1
5360,255,1,9.75,57.143,41.667,2
5360,255,1,11.75,64.286,0,3
5360,255,1,13.75,84.524,0,4
5369,256,1,7.83,38.095,25,1
5369,256,1,9.83,42.857,16.667,2
5369,256,1,11.83,55.952,0,3
5369,256,1,13.83,70.238,16.667,4
5411,257,1,7.58,27.381,0,1
5411,257,1,9.58,.,50,2
5411,257,1,11.58,.,.,3
5411,257,1,13.58,.,.,4
5420,258,0,6.08,16.667,16.667,1
5420,258,0,8.08,42.857,33.333,2
5420,258,0,10.08,61.905,33.333,3
5420,258,0,12.08,71.429,33.333,4
5427,259,0,7.67,33.333,8.333,1
5427,259,0,9.67,.,.,2
5427,259,0,11.67,.,.,3
5427,259,0,13.67,.,.,4
5438,260,0,6.75,35.714,8.333,1
5438,260,0,8.75,48.81,8.333,2
5438,260,0,10.75,59.524,25,3
5438,260,0,12.75,65.476,41.667,4
5442,261,0,7,38.095,0,1
5442,261,0,9,61.905,0,2
5442,261,0,11,78.571,.,3
5442,261,0,13,94.048,0,4
5444,262,0,7.33,51.19,0,1
5444,262,0,9.33,66.667,8.333,2
5444,262,0,11.33,65.476,0,3
5444,262,0,13.33,69.048,8.333,4
5542,263,1,6.83,21.429,25,1
5542,263,1,8.83,29.762,50,2
5542,263,1,10.83,42.857,58.333,3
5542,263,1,12.83,55.952,75,4
5572,264,0,7.58,52.381,16.667,1
5572,264,0,9.58,64.286,8.333,2
5572,264,0,11.58,69.048,8.333,3
5572,264,0,13.58,75,16.667,4
5576,265,1,6.67,20.238,16.667,1
5576,265,1,8.67,47.619,50,2
5576,265,1,10.67,58.333,50,3
5576,265,1,12.67,61.905,50,4
5595,266,1,6.75,28.571,0,1
5595,266,1,8.75,59.524,0,2
5595,266,1,10.75,67.857,8.333,3
5595,266,1,12.75,82.143,8.333,4
5632,267,0,6.17,23.81,8.333,1
5632,267,0,8.17,63.095,0,2
5632,267,0,10.17,55.952,0,3
5632,267,0,12.17,.,.,4
5641,268,1,6.83,34.524,25,1
5641,268,1,8.83,57.143,8.333,2
5641,268,1,10.83,.,.,3
5641,268,1,12.83,.,.,4
5643,269,0,6.83,25,8.333,1
5643,269,0,8.83,.,.,2
5643,269,0,10.83,.,.,3
5643,269,0,12.83,.,.,4
5674,270,1,6.42,21.429,25,1
5674,270,1,8.42,29.762,41.667,2
5674,270,1,10.42,.,.,3
5674,270,1,12.42,.,.,4
5718,271,0,7.08,29.762,0,1
5718,271,0,9.08,58.333,0,2
5718,271,0,11.08,.,.,3
5718,271,0,13.08,.,.,4
5720,272,0,6.67,23.81,8.333,1
5720,272,0,8.67,36.905,0,2
5720,272,0,10.67,.,.,3
5720,272,0,12.67,.,.,4
5734,273,0,6.58,25,0,1
5734,273,0,8.58,41.667,16.667,2
5734,273,0,10.58,.,.,3
5734,273,0,12.58,.,.,4
5774,274,0,7.67,60.714,0,1
5774,274,0,9.67,73.81,25,2
5774,274,0,11.67,.,.,3
5774,274,0,13.67,.,.,4
5776,275,0,7.75,28.571,50,1
5776,275,0,9.75,35.714,58.333,2
5776,275,0,11.75,.,.,3
5776,275,0,13.75,.,.,4
5825,276,0,7.58,23.81,8.333,1
5825,276,0,9.58,47.619,0,2
5825,276,0,11.58,.,.,3
5825,276,0,13.58,.,.,4
5847,277,0,8,54.762,8.333,1
5847,277,0,10,60.714,16.667,2
5847,277,0,12,.,.,3
5847,277,0,14,.,.,4
5878,278,0,6.42,20.238,0,1
5878,278,0,8.42,54.762,.,2
5878,278,0,10.42,69.048,0,3
5878,278,0,12.42,85.714,0,4
5962,279,0,6.33,33.333,8.333,1
5962,279,0,8.33,52.381,8.333,2
5962,279,0,10.33,60.714,8.333,3
5962,279,0,12.33,71.429,0,4
6035,280,1,6.33,27.381,16.667,1
6035,280,1,8.33,58.333,25,2
6035,280,1,10.33,.,25,3
6035,280,1,12.33,91.667,8.333,4
6058,281,1,6.08,21.429,16.667,1
6058,281,1,8.08,26.19,8.333,2
6058,281,1,10.08,.,33.333,3
6058,281,1,12.08,47.619,8.333,4
6063,282,1,6.58,23.81,0,1
6063,282,1,8.58,46.429,0,2
6063,282,1,10.58,58.333,16.667,3
6063,282,1,12.58,91.667,8.333,4
6069,283,0,7.5,32.143,16.667,1
6069,283,0,9.5,40.476,33.333,2
6069,283,0,11.5,47.619,33.333,3
6069,283,0,13.5,55.952,0,4
6071,284,0,7.67,36.905,0,1
6071,284,0,9.67,58.333,8.333,2
6071,284,0,11.67,72.619,16.667,3
6071,284,0,13.67,79.762,0,4
6083,285,0,7.58,27.381,16.667,1
6083,285,0,9.58,.,0,2
6083,285,0,11.58,.,.,3
6083,285,0,13.58,.,.,4
6096,286,1,6,21.429,8.333,1
6096,286,1,8,42.857,25,2
6096,286,1,10,54.762,16.667,3
6096,286,1,12,55.952,41.667,4
6171,287,0,7.17,26.19,16.667,1
6171,287,0,9.17,39.286,8.333,2
6171,287,0,11.17,47.619,16.667,3
6171,287,0,13.17,50,8.333,4
6244,288,0,7.92,44.048,8.333,1
6244,288,0,9.92,59.524,8.333,2
6244,288,0,11.92,82.143,8.333,3
6244,288,0,13.92,67.857,8.333,4
6246,289,0,7.92,41.667,8.333,1
6246,289,0,9.92,67.857,0,2
6246,289,0,11.92,72.619,0,3
6246,289,0,13.92,79.762,0,4
6278,290,1,6.17,16.667,33.333,1
6278,290,1,8.17,48.81,16.667,2
6278,290,1,10.17,61.905,16.667,3
6278,290,1,12.17,.,0,4
6288,291,1,6.58,36.905,0,1
6288,291,1,8.58,64.286,0,2
6288,291,1,10.58,78.571,0,3
6288,291,1,12.58,92.857,0,4
6295,292,1,7,26.19,58.333,1
6295,292,1,9,63.095,8.333,2
6295,292,1,11,67.857,25,3
6295,292,1,13,72.619,25,4
6301,293,0,6.83,26.19,8.333,1
6301,293,0,8.83,55.952,16.667,2
6301,293,0,10.83,65.476,8.333,3
6301,293,0,12.83,78.571,16.667,4
6303,294,1,6.75,42.857,8.333,1
6303,294,1,8.75,66.667,0,2
6303,294,1,10.75,98.81,0,3
6303,294,1,12.75,94.048,0,4
6309,295,1,7.25,28.571,0,1
6309,295,1,9.25,61.905,33.333,2
6309,295,1,11.25,69.048,33.333,3
6309,295,1,13.25,94.048,16.667,4
6339,296,1,7.92,46.429,8.333,1
6339,296,1,9.92,58.333,.,2
6339,296,1,11.92,67.857,33.333,3
6339,296,1,13.92,77.381,0,4
6349,297,0,7,29.762,8.333,1
6349,297,0,9,60.714,25,2
6349,297,0,11,67.857,16.667,3
6349,297,0,13,73.81,25,4
6368,298,1,7.08,40.476,16.667,1
6368,298,1,9.08,.,.,2
6368,298,1,11.08,.,.,3
6368,298,1,13.08,.,33.333,4
6376,299,1,7.5,48.81,41.667,1
6376,299,1,9.5,66.667,41.667,2
6376,299,1,11.5,70.238,41.667,3
6376,299,1,13.5,.,.,4
6379,300,1,7.67,28.571,16.667,1
6379,300,1,9.67,35.714,16.667,2
6379,300,1,11.67,48.81,58.333,3
6379,300,1,13.67,.,.,4
6395,301,0,6.58,29.762,8.333,1
6395,301,0,8.58,46.429,25,2
6395,301,0,10.58,63.095,25,3
6395,301,0,12.58,60.714,25,4
6405,302,1,7.42,26.19,25,1
6405,302,1,9.42,.,16.667,2
6405,302,1,11.42,.,.,3
6405,302,1,13.42,.,.,4
6410,303,0,6.25,26.19,0,1
6410,303,0,8.25,59.524,0,2
6410,303,0,10.25,72.619,0,3
6410,303,0,12.25,96.429,0,4
6411,304,1,7.17,25,8.333,1
6411,304,1,9.17,40.476,33.333,2
6411,304,1,11.17,51.19,16.667,3
6411,304,1,13.17,52.381,8.333,4
6414,305,0,7.08,30.952,0,1
6414,305,0,9.08,45.238,8.333,2
6414,305,0,11.08,69.048,0,3
6414,305,0,13.08,72.619,0,4
6422,306,0,6.17,20.238,0,1
6422,306,0,8.17,25,0,2
6422,306,0,10.17,28.571,0,3
6422,306,0,12.17,.,.,4
6433,307,1,6.08,20.238,8.333,1
6433,307,1,8.08,52.381,8.333,2
6433,307,1,10.08,58.333,0,3
6433,307,1,12.08,69.048,41.667,4
6445,308,0,7.5,54.762,16.667,1
6445,308,0,9.5,70.238,0,2
6445,308,0,11.5,.,.,3
6445,308,0,13.5,.,.,4
6456,309,0,6,21.429,0,1
6456,309,0,8,60.714,16.667,2
6456,309,0,10,.,.,3
6456,309,0,12,.,.,4
6469,310,0,6.08,20.238,25,1
6469,310,0,8.08,29.762,0,2
6469,310,0,10.08,.,.,3
6469,310,0,12.08,.,.,4
6476,311,0,7.33,22.619,8.333,1
6476,311,0,9.33,35.714,8.333,2
6476,311,0,11.33,.,.,3
6476,311,0,13.33,.,.,4
6490,312,1,7.5,36.905,50,1
6490,312,1,9.5,60.714,58.333,2
6490,312,1,11.5,.,.,3
6490,312,1,13.5,.,.,4
6529,313,0,7.83,60.714,0,1
6529,313,0,9.83,63.095,0,2
6529,313,0,11.83,.,.,3
6529,313,0,13.83,.,.,4
6532,314,0,7,28.571,25,1
6532,314,0,9,50,0,2
6532,314,0,11,.,.,3
6532,314,0,13,.,.,4
6551,315,1,6.33,14.286,16.667,1
6551,315,1,8.33,47.619,41.667,2
6551,315,1,10.33,.,.,3
6551,315,1,12.33,.,.,4
6583,316,1,7.83,30.952,8.333,1
6583,316,1,9.83,40.476,8.333,2
6583,316,1,11.83,.,.,3
6583,316,1,13.83,.,.,4
6612,317,0,6.42,22.619,16.667,1
6612,317,0,8.42,44.048,16.667,2
6612,317,0,10.42,.,.,3
6612,317,0,12.42,.,.,4
6734,318,0,6.25,25,8.333,1
6734,318,0,8.25,55.952,16.667,2
6734,318,0,10.25,83.333,16.667,3
6734,318,0,12.25,97.619,33.333,4
6825,319,0,8,30.952,8.333,1
6825,319,0,10,52.381,8.333,2
6825,319,0,12,54.762,0,3
6825,319,0,14,59.524,0,4
6853,320,0,7.67,33.333,58.333,1
6853,320,0,9.67,33.333,50,2
6853,320,0,11.67,46.429,50,3
6853,320,0,13.67,47.619,41.667,4
6874,321,0,6.25,26.19,0,1
6874,321,0,8.25,50,16.667,2
6874,321,0,10.25,.,.,3
6874,321,0,12.25,.,.,4
6878,322,1,6.17,22.619,0,1
6878,322,1,8.17,57.143,25,2
6878,322,1,10.17,69.048,8.333,3
6878,322,1,12.17,88.095,0,4
6907,323,0,7.42,22.619,8.333,1
6907,323,0,9.42,30.952,25,2
6907,323,0,11.42,46.429,25,3
6907,323,0,13.42,57.143,.,4
6919,324,0,6.5,29.762,8.333,1
6919,324,0,8.5,51.19,16.667,2
6919,324,0,10.5,77.381,16.667,3
6919,324,0,12.5,71.429,8.333,4
6932,325,1,7,39.286,0,1
6932,325,1,9,50,8.333,2
6932,325,1,11,52.381,8.333,3
6932,325,1,13,78.571,0,4
6975,326,1,6.25,21.429,25,1
6975,326,1,8.25,42.857,8.333,2
6975,326,1,10.25,.,8.333,3
6975,326,1,12.25,.,8.333,4
6997,327,1,8,42.857,41.667,1
6997,327,1,10,60.714,83.333,2
6997,327,1,12,66.667,66.667,3
6997,327,1,14,.,83.333,4
7045,328,1,6.42,38.095,0,1
7045,328,1,8.42,59.524,8.333,2
7045,328,1,10.42,77.381,0,3
7045,328,1,12.42,85.714,8.333,4
7119,329,1,8,46.429,8.333,1
7119,329,1,10,.,.,2
7119,329,1,12,.,.,3
7119,329,1,14,.,.,4
7185,330,1,6.08,21.429,16.667,1
7185,330,1,8.08,30.952,8.333,2
7185,330,1,10.08,36.905,0,3
7185,330,1,12.08,47.619,16.667,4
7201,331,0,7.5,52.381,0,1
7201,331,0,9.5,67.857,16.667,2
7201,331,0,11.5,.,.,3
7201,331,0,13.5,.,.,4
7211,332,1,7.58,26.19,16.667,1
7211,332,1,9.58,40.476,33.333,2
7211,332,1,11.58,.,.,3
7211,332,1,13.58,.,.,4
7221,333,0,6.5,25,0,1
7221,333,0,8.5,45.238,8.333,2
7221,333,0,10.5,.,.,3
7221,333,0,12.5,.,.,4
7236,334,1,8,60.714,16.667,1
7236,334,1,10,78.571,8.333,2
7236,334,1,12,.,.,3
7236,334,1,14,.,.,4
7242,335,0,7.75,42.857,8.333,1
7242,335,0,9.75,65.476,.,2
7242,335,0,11.75,.,.,3
7242,335,0,13.75,.,.,4
7244,336,1,7.75,41.667,8.333,1
7244,336,1,9.75,.,.,2
7244,336,1,11.75,.,.,3
7244,336,1,13.75,.,.,4
7247,337,0,7.75,29.762,8.333,1
7247,337,0,9.75,45.238,8.333,2
7247,337,0,11.75,.,.,3
7247,337,0,13.75,.,.,4
7259,338,0,7.17,22.619,25,1
7259,338,0,9.17,38.095,.,2
7259,338,0,11.17,.,.,3
7259,338,0,13.17,.,.,4
7266,339,1,6,20.238,0,1
7266,339,1,8,50,.,2
7266,339,1,10,.,.,3
7266,339,1,12,.,.,4
7288,340,1,6.42,19.048,0,1
7288,340,1,8.42,29.762,25,2
7288,340,1,10.42,.,.,3
7288,340,1,12.42,.,.,4
7290,341,0,6.08,21.429,0,1
7290,341,0,8.08,30.952,75,2
7290,341,0,10.08,.,.,3
7290,341,0,12.08,.,.,4
7295,342,0,7,36.905,25,1
7295,342,0,9,44.048,50,2
7295,342,0,11,.,.,3
7295,342,0,13,.,.,4
7297,343,1,7.5,55.952,8.333,1
7297,343,1,9.5,63.095,0,2
7297,343,1,11.5,.,.,3
7297,343,1,13.5,.,.,4
7307,344,1,6.5,39.286,8.333,1
7307,344,1,8.5,64.286,0,2
7307,344,1,10.5,.,.,3
7307,344,1,12.5,.,.,4
7311,345,0,7.75,47.619,0,1
7311,345,0,9.75,69.048,8.333,2
7311,345,0,11.75,.,.,3
7311,345,0,13.75,.,.,4
7315,346,1,7.5,22.619,16.667,1
7315,346,1,9.5,54.762,16.667,2
7315,346,1,11.5,.,.,3
7315,346,1,13.5,.,.,4
7325,347,0,6.25,20.238,0,1
7325,347,0,8.25,46.429,25,2
7325,347,0,10.25,.,.,3
7325,347,0,12.25,.,.,4
7380,348,0,6.75,26.19,0,1
7380,348,0,8.75,33.333,0,2
7380,348,0,10.75,40.476,16.667,3
7380,348,0,12.75,53.571,0,4
7388,349,1,7.83,21.429,16.667,1
7388,349,1,9.83,38.095,0,2
7388,349,1,11.83,.,0,3
7388,349,1,13.83,77.381,0,4
7424,350,1,7.58,55.952,25,1
7424,350,1,9.58,71.429,25,2
7424,350,1,11.58,.,.,3
7424,350,1,13.58,.,.,4
7427,351,1,7.33,29.762,0,1
7427,351,1,9.33,44.048,0,2
7427,351,1,11.33,.,.,3
7427,351,1,13.33,.,.,4
7482,352,1,6.33,20.238,8.333,1
7482,352,1,8.33,57.143,0,2
7482,352,1,10.33,69.048,8.333,3
7482,352,1,12.33,71.429,0,4
7509,353,0,7.92,34.524,41.667,1
7509,353,0,9.92,.,25,2
7509,353,0,11.92,41.667,16.667,3
7509,353,0,13.92,45.238,0,4
7572,354,1,6.83,22.619,8.333,1
7572,354,1,8.83,45.238,8.333,2
7572,354,1,10.83,59.524,0,3
7572,354,1,12.83,57.143,8.333,4
7576,355,0,7,33.333,16.667,1
7576,355,0,9,54.762,0,2
7576,355,0,11,.,0,3
7576,355,0,13,58.333,33.333,4
7579,356,1,8,32.143,16.667,1
7579,356,1,10,48.81,16.667,2
7579,356,1,12,64.286,8.333,3
7579,356,1,14,67.857,0,4
7600,357,0,6.17,20.238,8.333,1
7600,357,0,8.17,46.429,16.667,2
7600,357,0,10.17,59.524,25,3
7600,357,0,12.17,71.429,.,4
7643,358,0,7.92,33.333,0,1
7643,358,0,9.92,48.81,8.333,2
7643,358,0,11.92,.,.,3
7643,358,0,13.92,.,.,4
7673,359,1,6.33,21.429,16.667,1
7673,359,1,8.33,41.667,25,2
7673,359,1,10.33,51.19,25,3
7673,359,1,12.33,64.286,58.333,4
7716,360,0,6.17,10.714,0,1
7716,360,0,8.17,32.143,0,2
7716,360,0,10.17,45.238,.,3
7716,360,0,12.17,55.952,.,4
7725,361,0,6.75,29.762,8.333,1
7725,361,0,8.75,.,8.333,2
7725,361,0,10.75,53.571,0,3
7725,361,0,12.75,72.619,16.667,4
7728,362,1,6.17,20.238,25,1
7728,362,1,8.17,44.048,41.667,2
7728,362,1,10.17,55.952,8.333,3
7728,362,1,12.17,83.333,33.333,4
7734,363,0,6.42,26.19,0,1
7734,363,0,8.42,60.714,0,2
7734,363,0,10.42,71.429,0,3
7734,363,0,12.42,83.333,0,4
7798,364,1,6.83,20.238,25,1
7798,364,1,8.83,19.048,33.333,2
7798,364,1,10.83,26.19,33.333,3
7798,364,1,12.83,29.762,8.333,4
7811,365,1,6.25,25,8.333,1
7811,365,1,8.25,35.714,33.333,2
7811,365,1,10.25,.,33.333,3
7811,365,1,12.25,41.667,41.667,4
7855,366,0,6.33,20.238,16.667,1
7855,366,0,8.33,38.095,16.667,2
